normalized_description,total_units_sold,total_income,total_cost,total_margin,avg_ticket_price,sale_frequency_days
fast-tac l/s shirt dark navy s,24,21201.4,18185.822304,3015.5776959999976,1078.2833333333335,0
fast-tac l/s shirt dark navy xl,21,17966.55,15217.384371,2749.165628999999,855.55,0
fast-tac l/s shirt khaki l,2,2379.3,0.0,2379.3,1189.65,0
fast-tac l/s shirt khaki m,2,2379.32,1107.768236,1271.5517640000003,1189.66,1
fast-tac l/s shirt khaki s,2,2379.32,653.05,1726.2700000000002,1189.66,0
fast-tac l/s shirt uniform whte 2xl,16,19838.4,12247.62768,7590.772320000002,1239.9,0
fast-tac l/s shirt uniform whte l,42,51774.299999999996,29793.895488000002,21980.404512,1196.8285714285716,1
fast-tac l/s shirt uniform whte m,50,61894.50000000001,37731.18045,24163.319550000007,1206.4,1
fast-tac l/s shirt uniform whte s,24,27811.8,18242.347534,9569.452466,1110.18,0
fast-tac l/s shirt uniform whte xl,42,52075.8,31387.139280000003,20688.66072,1239.9,0
fast-tac s/s shirt black l,2,2379.3,1132.977936,1246.3220640000002,1189.65,0
fast-tac s/s shirt charcoal l,2,2379.3,1130.979284,1248.3207160000002,1189.65,1
fast-tac s/s shirt charcoal m,2,2379.3,1130.979284,1248.3207160000002,1189.65,0
fast-tac s/s shirt charcoal s,2,2379.3,1123.460298,1255.8397020000002,1189.65,0
fast-tac s/s shirt dark navy l,2,2379.3,1323.841736,1055.458264,1189.65,0
fast-tac s/s shirt dark navy m,14,14634.48,9789.121299999999,4845.358700000001,1045.32,0
fast-tac s/s shirt khaki m,2,2379.3,1154.963094,1224.3369060000002,1189.65,0
fast-tac s/s shirt khaki s,2,2379.3,1155.021808,1224.2781920000002,1189.65,0
fast-tac s/s shirt uniform whte m,4,4758.6,2470.149824,2288.4501760000003,1189.65,1
fast-tac tdu pant dark navy 28 30,5,5154.8,3385.8151199999998,1768.9848800000004,1030.96,0
fast-tac tdu pant dark navy 28 32,45,46393.200000000004,30026.258793999998,16366.941206000007,1030.96,0
fast-tac tdu pant dark navy 28 34,81,83507.76000000001,55555.184556,27952.575444000002,1030.96,0
fast-tac tdu pant dark navy 30 30,253,260832.88,173323.64407600003,87509.23592400001,1030.96,0
fast-tac tdu pant dark navy 30 32,134,138148.64,91067.32103,47081.31897000001,1030.96,0
fast-tac tdu pant dark navy 32 30,7,7216.72,4798.536204,2418.1837960000003,1030.96,0
fast-tac tdu pant dark navy 32 32,173,178356.08000000002,117404.73947500001,60951.34052500001,1030.96,0
fast-tac tdu pant dark navy 32 34,636,655690.56,436442.122272,219248.43772800005,1030.96,0
fast-tac tdu pant dark navy 34 30,121,124746.16,83388.594256,41357.56574400001,1030.96,0
fast-tac tdu pant dark navy 34 32,1068,1101065.28,709234.587372,391830.692628,1030.96,0
fast-tac tdu pant dark navy 34 34,6,6185.76,3448.839282,2736.9207180000003,1030.96,0
fast-tac tdu pant dark navy 36 32,989,1018940.76,656903.381432,362037.378568,974.4033333333333,0
fast-tac tdu pant dark navy 36 34,5,5154.8,3006.96866,2147.83134,1030.96,0
fast-tac tdu pant dark navy 38 32,621,640226.16,412364.922111,227861.23788900004,1030.96,0
fast-tac tdu pant dark navy 40 32,147,151551.12,98019.518902,53531.60109800001,1030.96,0
fast-tac tdu pant dark navy 42 30,16,16495.36,10629.585168,5865.774832000001,1030.96,0
fast-tac tdu pant dark navy 42 32,114,117529.44,76916.11771300001,40613.322286999995,1030.96,0
fast-tac tdu pant dark navy 42 34,3,3092.88,2002.2211889999999,1090.6588110000002,1030.96,0
fast-tac tdu pant dark navy 44 32,3,3092.88,2056.640166,1036.239834,1030.96,0
fast-tac tdu pant lg dark navy 46 30,1,1030.96,887.994002,142.965998,1030.96,0
fast-tac tdu pant lg dark navy 48 32,1,1030.96,690.777578,340.1824220000001,1030.96,0
fast-tac tdu rapid l/s tdu green m,2,2879.3,1489.44549,1389.8545100000001,1439.65,1
fast-tac tdu rapid l/s tdu khaki l,2,2879.3,1489.44549,1389.8545100000001,1439.65,1
fast-tac tdu shirt dark navy 2xl,107,132899.84,72872.994033,60026.84596700001,1286.0080000000003,0
fast-tac tdu shirt dark navy 3xl,1,1239.9,795.36108,444.5389200000001,1239.9,0
fast-tac tdu shirt dark navy l,1198,1485400.2000000002,818772.8268560001,666627.3731440001,1239.9,0
fast-tac tdu shirt dark navy m,1723,2136347.7,1178450.409058,957897.2909420002,1239.9,0
fast-tac tdu shirt dark navy s,834,1034076.6000000001,569008.4712360001,465068.128764,1239.9,0
fast-tac tdu shirt dark navy xl,408,505879.20000000007,277803.12856800004,228076.07143200003,1239.9,0
fast-tac urban pant dark navy 32 32,2,2710.34,1186.128426,1524.2115740000002,1355.17,0
fast-tac urban pant dark navy 34 32,2,2710.34,1201.85812,1508.48188,1355.17,0
fastfit negro m,2,870.7,448.046534,422.65346600000004,435.35,1
fastfit negro s,2,870.68,478.451402,392.228598,435.34,1
ferro knife multi 1 sz,8,5379.28,2551.813696,2827.4663039999996,672.41,2
flag bearer cap mc blk multicam 1sz,12,7991.360000000001,4651.917096,3339.4429040000005,665.9466666666667,1
flex admin pouch black 1 sz,2,1706.88,1001.8698,705.0102,853.44,1
flex admin pouch kangaroo 1 sz,2,1706.88,835.608488,871.2715120000001,853.44,0
flex cuff pouch black 1 sz,2,1241.36,709.526366,531.8336339999998,620.68,0
