Id Referencia,Descripcion producto,CANTIDAD,COSTO UNITARIO PROVEEDOR USD,COSTO UNITARIO PROVEEDRO MXN,GASTOS DE IMPORTACION TOTALES MXN,GASTOS ARANCELARIOS MXN,GASTOS LOGISTICOS MXN,COSTO TOTAL EN MEX,COSTO UNITARIO EN MEX,MARCA,CATEGORIA,% ARANCEL,% LOGISTICO,Date,Actual Delivery Date
56563-026-1SZ,RUSH24 2.0 BACKPACK,8,65.1,1108.73,2799.04,1837.70,961.34,11668.88,1458.61,5.11,MOCHILAS,0.20,0.11,2/23/2024,3/11/2024
56563-134-1SZ,RUSH24 2.0 BACKPACK,3,65.1,1108.74,1049.65,689.14,360.51,4375.86,1458.62,5.11,MOCHILAS,0.20,0.11,2/23/2024,3/11/2024
56565-019-1SZ,RUSH72 2.0 BACKPACK,7,88.3,1503.36,3320.89,2180.31,1140.57,13844.38,1977.77,5.11,MOCHILAS,0.20,0.11,2/23/2024,3/11/2024
56565-026-1SZ,RUSH72 2.0 BACKPACK,4,88.3,1503.36,1897.65,1245.89,651.76,7911.08,1977.77,5.11,MOCHILAS,0.20,0.11,2/23/2024,3/11/2024
56565-134-1SZ,RUSH72 2.0 BACKPACK,6,88.3,1503.36,2846.48,1868.84,977.63,11866.61,1977.77,5.11,MOCHILAS,0.20,0.11,2/23/2024,3/11/2024
56565-186-1SZ,RUSH72 2.0 BACKPACK,6,88.3,1503.36,2846.48,1868.84,977.63,11866.61,1977.77,5.11,MOCHILAS,0.20,0.11,2/23/2024,3/11/2024
56567-019-1SZ,RANGE READY TRAINER BAG,3,69.6,1183.92,1120.82,735.87,384.95,4672.57,1557.52,5.11,MOCHILAS,0.20,0.11,2/23/2024,3/11/2024
56567-134-1SZ,RANGE READY TRAINER BAG,2,69.6,1183.86,747.18,490.56,256.62,3114.90,1557.45,5.11,MOCHILAS,0.20,0.11,2/23/2024,3/11/2024
56570-134-1SZ,RAPID DUFFEL SIERRA,3,24.8,422.82,400.29,262.81,137.48,1668.74,556.25,5.11,MOCHILAS,0.20,0.11,2/23/2024,3/11/2024
56625-019-1SZ,FIELD WATCH 2.0,3,77.3,1315.44,427.72,0.00,427.72,4374.03,1458.01,5.11,ACCESORIOS,0.00,0.11,2/23/2024,3/11/2024
56625-134-1SZ,FIELD WATCH 2.0,3,77.3,1315.44,427.72,0.00,427.72,4374.03,1458.01,5.11,ACCESORIOS,0.00,0.11,2/23/2024,3/11/2024
56647-134-1SZ,OVERWATCH BRIEFCASE,6,46.0,783.00,1482.54,973.35,509.18,6180.53,1030.09,5.11,MOCHILAS,0.20,0.11,2/23/2024,3/11/2024
56652-134-1SZ,FLEX RADIO 2.0 POUCH,6,18.2,310.08,587.11,385.46,201.64,2447.58,407.93,5.11,POUCHES,0.20,0.11,2/23/2024,3/11/2024
56669-134-1SZ,FLEX DBL PISTOL 2.0 POUCH,6,16.0,272.49,515.93,338.73,177.20,2150.87,358.48,5.11,POUCHES,0.20,0.11,2/23/2024,3/11/2024
56669-186-1SZ,FLEX DBL PISTOL 2.0 POUCH,6,16.0,272.49,515.93,338.73,177.20,2150.87,358.48,5.11,POUCHES,0.20,0.11,2/23/2024,3/11/2024
56669-724-1SZ,FLEX DBL PISTOL 2.0 POUCH,6,16.0,272.49,515.93,338.73,177.20,2150.87,358.48,5.11,POUCHES,0.20,0.11,2/23/2024,3/11/2024
56669MC-169-1 SZ,FLEX DBL PISTL 2.0 PCH MC,6,19.0,322.59,610.80,401.01,209.78,2546.33,424.39,5.11,POUCHES,0.20,0.11,2/23/2024,3/11/2024
56670-694-1SZ,EDT RESCUE,15,6.8,115.88,458.51,270.11,188.40,2196.77,146.45,5.11,ACCESORIOS,0.15,0.11,2/23/2024,3/11/2024
56708-019-1 SZ,HARDPOINT B150,20,4.1,68.90,363.50,214.14,149.36,1741.58,87.08,5.11,RESCATE,0.15,0.11,2/23/2024,3/11/2024
56723-340-1 SZ,STEEL JACKET MLTL 2.0,12,11.8,200.44,634.47,373.77,260.70,3039.81,253.32,5.11,ACCESORIOS,0.15,0.11,2/23/2024,3/11/2024
56724-340-1 SZ,STEEL JACKET MONEY CLIP,12,8.1,137.80,436.20,256.97,179.23,2089.85,174.15,5.11,ACCESORIOS,0.15,0.11,2/23/2024,3/11/2024
56726-019-1SZ,DIVISION DIGITAL,2,50.1,851.94,184.67,0.00,184.67,1888.54,944.27,5.11,ACCESORIOS,0.00,0.11,2/23/2024,3/11/2024
56754-019-1SZ,FLEX DBL AR 2.0 POUCH,6,19.0,322.59,610.80,401.01,209.78,2546.33,424.39,5.11,POUCHES,0.20,0.11,2/23/2024,3/11/2024
56754MC-169-1 SZ,FLEX DBL AR 2.0 POUCH MC,6,22.5,382.11,723.49,475.00,248.49,3016.14,502.69,5.11,POUCHES,0.20,0.11,2/23/2024,3/11/2024
56769-831-1SZ,SKYWEIGHT  SRVL CHEST PK,10,21.5,366.44,1156.38,759.22,397.16,4820.81,482.08,5.11,MOCHILAS,0.20,0.11,2/23/2024,3/11/2024
56770-098-1 SZ,SKYWEIGHT UTIL CHEST PK,10,28.7,488.59,1541.84,1012.29,529.55,6427.75,642.77,5.11,MOCHILAS,0.20,0.11,2/23/2024,3/11/2024
56770-831-1 SZ,SKYWEIGHT UTIL CHEST PK,10,28.7,488.59,1541.84,1012.29,529.55,6427.75,642.77,5.11,MOCHILAS,0.20,0.11,2/23/2024,3/11/2024
56792-622-1 SZ,LV8 SLING PACK,6,43.1,732.90,1387.68,911.07,476.60,5785.06,964.18,5.11,MOCHILAS,0.20,0.11,2/23/2024,3/11/2024
56804-019-L,MAVERICK EDC 1.5 BELT,4,49.7,845.64,1067.43,700.82,366.61,4449.99,1112.50,5.11,CINTURONES,0.20,0.11,2/23/2024,3/11/2024
56804-019-M,MAVERICK EDC 1.5 BELT,4,49.7,845.64,1067.43,700.82,366.61,4449.99,1112.50,5.11,CINTURONES,0.20,0.11,2/23/2024,3/11/2024
56804-019-S,MAVERICK EDC 1.5 BELT,2,49.7,845.64,533.72,350.41,183.31,2224.99,1112.50,5.11,CINTURONES,0.20,0.11,2/23/2024,3/11/2024
56804-019-XL,MAVERICK EDC 1.5 BELT,3,49.7,845.64,800.58,525.62,274.96,3337.49,1112.50,5.11,CINTURONES,0.20,0.11,2/23/2024,3/11/2024
56804-134-L,MAVERICK EDC 1.5 BELT,4,49.7,845.64,1067.43,700.82,366.61,4449.99,1112.50,5.11,CINTURONES,0.20,0.11,2/23/2024,3/11/2024
56804-134-M,MAVERICK EDC 1.5 BELT,4,49.7,845.64,1067.43,700.82,366.61,4449.99,1112.50,5.11,CINTURONES,0.20,0.11,2/23/2024,3/11/2024
56804-134-S,MAVERICK EDC 1.5 BELT,2,49.7,845.64,533.72,350.41,183.31,2224.99,1112.50,5.11,CINTURONES,0.20,0.11,2/23/2024,3/11/2024
56804-134-XL,MAVERICK EDC 1.5 BELT,3,49.7,845.64,800.58,525.62,274.96,3337.49,1112.50,5.11,CINTURONES,0.20,0.11,2/23/2024,3/11/2024
56804-186-L,MAVERICK EDC 1.5 BELT,4,49.7,845.64,1067.43,700.82,366.61,4449.99,1112.50,5.11,CINTURONES,0.20,0.11,2/23/2024,3/11/2024
56804-186-M,MAVERICK EDC 1.5 BELT,4,49.7,845.64,1067.43,700.82,366.61,4449.99,1112.50,5.11,CINTURONES,0.20,0.11,2/23/2024,3/11/2024
56804-186-S,MAVERICK EDC 1.5 BELT,2,49.7,845.64,533.72,350.41,183.31,2224.99,1112.50,5.11,CINTURONES,0.20,0.11,2/23/2024,3/11/2024
56804-186-XL,MAVERICK EDC 1.5 BELT,3,49.7,845.64,800.58,525.62,274.96,3337.49,1112.50,5.11,CINTURONES,0.20,0.11,2/23/2024,3/11/2024
59396-019-1SZ,HAND WARMER,6,23.9,407.16,770.90,506.13,264.78,3213.86,535.64,5.11,ACCESORIOS,0.20,0.11,2/23/2024,3/11/2024
59396-724-1 SZ,HAND WARMER,6,23.9,407.16,770.90,506.13,264.78,3213.86,535.64,5.11,ACCESORIOS,0.20,0.11,2/23/2024,3/11/2024
71373-018-L,FAST-TAC S/S SHIRT,8,24.1,410.29,1205.73,849.98,355.75,4488.02,561.00,5.11,CAMISAS,0.25,0.11,2/23/2024,3/11/2024
71373-018-M,FAST-TAC S/S SHIRT,8,24.1,410.29,1205.73,849.98,355.75,4488.02,561.00,5.11,CAMISAS,0.25,0.11,2/23/2024,3/11/2024
71373-018-S,FAST-TAC S/S SHIRT,4,24.1,410.31,602.90,425.01,177.88,2244.13,561.03,5.11,CAMISAS,0.25,0.11,2/23/2024,3/11/2024
71373-018-XL,FAST-TAC S/S SHIRT,4,24.1,410.31,602.90,425.01,177.88,2244.13,561.03,5.11,CAMISAS,0.25,0.11,2/23/2024,3/11/2024
71373-019-L,FAST-TAC S/S SHIRT,8,24.1,410.29,1205.73,849.98,355.75,4488.02,561.00,5.11,CAMISAS,0.25,0.11,2/23/2024,3/11/2024
71373-019-XL,FAST-TAC S/S SHIRT,4,24.1,410.31,602.90,425.01,177.88,2244.13,561.03,5.11,CAMISAS,0.25,0.11,2/23/2024,3/11/2024
71373-992-L,FAST-TAC S/S SHIRT,8,24.1,410.29,1205.73,849.98,355.75,4488.02,561.00,5.11,CAMISAS,0.25,0.11,2/23/2024,3/11/2024
71373-992-M,FAST-TAC S/S SHIRT,8,24.1,410.29,1205.73,849.98,355.75,4488.02,561.00,5.11,CAMISAS,0.25,0.11,2/23/2024,3/11/2024
71373-992-S,FAST-TAC S/S SHIRT,4,24.1,410.31,602.90,425.01,177.88,2244.13,561.03,5.11,CAMISAS,0.25,0.11,2/23/2024,3/11/2024
71373-992-XL,FAST-TAC S/S SHIRT,4,24.1,410.31,602.90,425.01,177.88,2244.13,561.03,5.11,CAMISAS,0.25,0.11,2/23/2024,3/11/2024
72002-724-S-R,RIPSTOP TDU L/S SHIRT,10,31.5,535.57,1967.38,1386.91,580.47,7323.09,732.31,5.11,CAMISAS,0.25,0.11,2/23/2024,3/11/2024
72002-724-XL-R,RIPSTOP TDU L/S SHIRT,10,31.5,535.57,1967.38,1386.91,580.47,7323.09,732.31,5.11,CAMISAS,0.25,0.11,2/23/2024,3/11/2024
72465-724-L,FAST-TAC TDU SHIRT,10,24.1,410.29,1507.18,1062.49,444.69,5610.09,561.01,5.11,CAMISAS,0.25,0.11,2/23/2024,3/11/2024
72465-724-M,FAST-TAC TDU SHIRT,10,24.1,410.29,1507.18,1062.49,444.69,5610.09,561.01,5.11,CAMISAS,0.25,0.11,2/23/2024,3/11/2024
72465-724-S,FAST-TAC TDU SHIRT,10,24.1,410.29,1507.18,1062.49,444.69,5610.09,561.01,5.11,CAMISAS,0.25,0.11,2/23/2024,3/11/2024
72465-724-XL,FAST-TAC TDU SHIRT,10,24.1,410.29,1507.18,1062.49,444.69,5610.09,561.01,5.11,CAMISAS,0.25,0.11,2/23/2024,3/11/2024
72479-019-L,FAST-TAC L/S SHIRT,8,24.1,410.29,1205.73,849.98,355.75,4488.02,561.00,5.11,CAMISAS,0.25,0.11,2/23/2024,3/11/2024
72479-019-M,FAST-TAC L/S SHIRT,8,24.1,410.29,1205.73,849.98,355.75,4488.02,561.00,5.11,CAMISAS,0.25,0.11,2/23/2024,3/11/2024
72479-019-S,FAST-TAC L/S SHIRT,4,24.1,410.31,602.90,425.01,177.88,2244.13,561.03,5.11,CAMISAS,0.25,0.11,2/23/2024,3/11/2024
72479-019-XL,FAST-TAC L/S SHIRT,4,24.1,410.31,602.90,425.01,177.88,2244.13,561.03,5.11,CAMISAS,0.25,0.11,2/23/2024,3/11/2024
72479-724-L,FAST-TAC L/S SHIRT,10,24.1,410.29,1507.18,1062.49,444.69,5610.09,561.01,5.11,CAMISAS,0.25,0.11,2/23/2024,3/11/2024
72479-724-M,FAST-TAC L/S SHIRT,10,24.1,410.29,1507.18,1062.49,444.69,5610.09,561.01,5.11,CAMISAS,0.25,0.11,2/23/2024,3/11/2024
72479-724-S,FAST-TAC L/S SHIRT,10,24.1,410.29,1507.18,1062.49,444.69,5610.09,561.01,5.11,CAMISAS,0.25,0.11,2/23/2024,3/11/2024
72479-724-XL,FAST-TAC L/S SHIRT,10,24.1,410.29,1507.18,1062.49,444.69,5610.09,561.01,5.11,CAMISAS,0.25,0.11,2/23/2024,3/11/2024
72479-992-L,FAST-TAC L/S SHIRT,8,24.1,410.29,1205.73,849.98,355.75,4488.02,561.00,5.11,CAMISAS,0.25,0.11,2/23/2024,3/11/2024
72479-992-M,FAST-TAC L/S SHIRT,8,24.1,410.29,1205.73,849.98,355.75,4488.02,561.00,5.11,CAMISAS,0.25,0.11,2/23/2024,3/11/2024
72479-992-S,FAST-TAC L/S SHIRT,4,24.1,410.31,602.90,425.01,177.88,2244.13,561.03,5.11,CAMISAS,0.25,0.11,2/23/2024,3/11/2024
74003-724-S-R,RIPSTOP TDU PANT,10,31.5,535.57,1967.45,1386.98,580.47,7323.16,732.32,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74369-018-30-30,STRYKE PANT W/FLEX-TAC TM,4,39.8,676.53,994.11,700.81,293.30,3700.22,925.05,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74369-018-30-32,STRYKE PANT W/FLEX-TAC TM,4,39.8,676.53,994.11,700.81,293.30,3700.22,925.05,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74369-018-32-30,STRYKE PANT W/FLEX-TAC TM,6,39.7,676.50,1491.10,1051.17,439.93,5550.09,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74369-018-32-32,STRYKE PANT W/FLEX-TAC TM,6,39.7,676.50,1491.10,1051.17,439.93,5550.09,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74369-018-34-32,STRYKE PANT W/FLEX-TAC TM,6,39.7,676.50,1491.10,1051.17,439.93,5550.09,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74369-018-36-32,STRYKE PANT W/FLEX-TAC TM,6,39.7,676.50,1491.10,1051.17,439.93,5550.09,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74369-018-38-32,STRYKE PANT W/FLEX-TAC TM,3,39.7,676.50,745.55,525.58,219.96,2775.04,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74369-018-40-32,STRYKE PANT W/FLEX-TAC TM,2,39.8,676.53,497.05,350.40,146.65,1850.11,925.05,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74369-019-30-30,STRYKE PANT W/FLEX-TAC TM,4,39.8,676.53,994.11,700.81,293.30,3700.22,925.05,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74369-019-30-32,STRYKE PANT W/FLEX-TAC TM,4,39.8,676.53,994.11,700.81,293.30,3700.22,925.05,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74369-019-32-30,STRYKE PANT W/FLEX-TAC TM,6,39.7,676.50,1491.10,1051.17,439.93,5550.09,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74369-019-32-32,STRYKE PANT W/FLEX-TAC TM,6,39.7,676.50,1491.10,1051.17,439.93,5550.09,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74369-019-34-32,STRYKE PANT W/FLEX-TAC TM,6,39.7,676.50,1491.10,1051.17,439.93,5550.09,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74369-019-36-32,STRYKE PANT W/FLEX-TAC TM,6,39.7,676.50,1491.10,1051.17,439.93,5550.09,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74369-019-38-32,STRYKE PANT W/FLEX-TAC TM,3,39.7,676.50,745.55,525.58,219.96,2775.04,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74369-019-40-32,STRYKE PANT W/FLEX-TAC TM,2,39.8,676.53,497.05,350.40,146.65,1850.11,925.05,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74369-190-30-30,STRYKE PANT W/FLEX-TAC TM,4,39.8,676.53,994.11,700.81,293.30,3700.22,925.05,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74369-190-30-32,STRYKE PANT W/FLEX-TAC TM,4,39.8,676.53,994.11,700.81,293.30,3700.22,925.05,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74369-190-32-30,STRYKE PANT W/FLEX-TAC TM,6,39.7,676.50,1491.10,1051.17,439.93,5550.09,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74369-190-32-32,STRYKE PANT W/FLEX-TAC TM,6,39.7,676.50,1491.10,1051.17,439.93,5550.09,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74369-190-34-32,STRYKE PANT W/FLEX-TAC TM,6,39.7,676.50,1491.10,1051.17,439.93,5550.09,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74369-190-36-32,STRYKE PANT W/FLEX-TAC TM,6,39.7,676.50,1491.10,1051.17,439.93,5550.09,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74369-190-38-32,STRYKE PANT W/FLEX-TAC TM,3,39.7,676.50,745.55,525.58,219.96,2775.04,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74369-190-40-32,STRYKE PANT W/FLEX-TAC TM,2,39.8,676.53,497.05,350.40,146.65,1850.11,925.05,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74369-724-30-30,STRYKE PANT W/FLEX-TAC TM,4,39.8,676.53,994.11,700.81,293.30,3700.22,925.05,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74369-724-30-32,STRYKE PANT W/FLEX-TAC TM,4,39.8,676.53,994.11,700.81,293.30,3700.22,925.05,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74369-724-32-30,STRYKE PANT W/FLEX-TAC TM,6,39.7,676.50,1491.10,1051.17,439.93,5550.09,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74369-724-32-32,STRYKE PANT W/FLEX-TAC TM,6,39.7,676.50,1491.10,1051.17,439.93,5550.09,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74369-724-34-32,STRYKE PANT W/FLEX-TAC TM,6,39.7,676.50,1491.10,1051.17,439.93,5550.09,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74369-724-36-32,STRYKE PANT W/FLEX-TAC TM,6,39.7,676.50,1491.10,1051.17,439.93,5550.09,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74369-724-38-32,STRYKE PANT W/FLEX-TAC TM,3,39.7,676.50,745.55,525.58,219.96,2775.04,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74369-724-40-32,STRYKE PANT W/FLEX-TAC TM,2,39.8,676.53,497.05,350.40,146.65,1850.11,925.05,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-019-30-30,APEX PANT,8,39.7,676.51,1988.15,1401.57,586.58,7400.20,925.02,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-019-30-32,APEX PANT,8,39.7,676.51,1988.15,1401.57,586.58,7400.20,925.02,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-019-32-30,APEX PANT,6,39.7,676.50,1491.10,1051.17,439.93,5550.09,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-019-32-32,APEX PANT,6,39.7,676.50,1491.10,1051.17,439.93,5550.09,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-019-34-32,APEX PANT,6,39.7,676.50,1491.10,1051.17,439.93,5550.09,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-019-36-32,APEX PANT,6,39.7,676.50,1491.10,1051.17,439.93,5550.09,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-019-38-32,APEX PANT,3,39.7,676.50,745.55,525.58,219.96,2775.04,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-019-40-32,APEX PANT,2,39.8,676.53,497.05,350.40,146.65,1850.11,925.05,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-055-30-30,APEX PANT,4,39.8,676.53,994.11,700.81,293.30,3700.22,925.05,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-055-36-32,APEX PANT,6,39.7,676.50,1491.10,1051.17,439.93,5550.09,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-055-38-32,APEX PANT,3,39.7,676.50,745.55,525.58,219.96,2775.04,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-055-40-32,APEX PANT,2,39.8,676.53,497.05,350.40,146.65,1850.11,925.05,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-092-30-30,APEX PANT,4,39.8,676.53,994.11,700.81,293.30,3700.22,925.05,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-092-30-32,APEX PANT,4,39.8,676.53,994.11,700.81,293.30,3700.22,925.05,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-092-32-30,APEX PANT,6,39.7,676.50,1491.10,1051.17,439.93,5550.09,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-092-32-32,APEX PANT,6,39.7,676.50,1491.10,1051.17,439.93,5550.09,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-092-34-32,APEX PANT,6,39.7,676.50,1491.10,1051.17,439.93,5550.09,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-092-36-32,APEX PANT,6,39.7,676.50,1491.10,1051.17,439.93,5550.09,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-092-38-32,APEX PANT,3,39.7,676.50,745.55,525.58,219.96,2775.04,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-092-40-32,APEX PANT,2,39.8,676.53,497.05,350.40,146.65,1850.11,925.05,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-098-30-30,APEX PANT,4,39.8,676.53,994.11,700.81,293.30,3700.22,925.05,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-098-30-32,APEX PANT,4,39.8,676.53,994.11,700.81,293.30,3700.22,925.05,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-098-32-30,APEX PANT,6,39.7,676.50,1491.10,1051.17,439.93,5550.09,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-098-32-32,APEX PANT,6,39.7,676.50,1491.10,1051.17,439.93,5550.09,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-098-34-32,APEX PANT,6,39.7,676.50,1491.10,1051.17,439.93,5550.09,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-098-36-32,APEX PANT,6,39.7,676.50,1491.10,1051.17,439.93,5550.09,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-098-38-32,APEX PANT,3,39.7,676.50,745.55,525.58,219.96,2775.04,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-098-40-32,APEX PANT,2,39.8,676.53,497.05,350.40,146.65,1850.11,925.05,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-116-30-30,APEX PANT,4,39.8,676.53,994.11,700.81,293.30,3700.22,925.05,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-116-30-32,APEX PANT,4,39.8,676.53,994.11,700.81,293.30,3700.22,925.05,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-116-32-30,APEX PANT,6,39.7,676.50,1491.10,1051.17,439.93,5550.09,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-116-32-32,APEX PANT,6,39.7,676.50,1491.10,1051.17,439.93,5550.09,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-116-34-32,APEX PANT,6,39.7,676.50,1491.10,1051.17,439.93,5550.09,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-116-36-32,APEX PANT,6,39.7,676.50,1491.10,1051.17,439.93,5550.09,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-116-38-32,APEX PANT,3,39.7,676.50,745.55,525.58,219.96,2775.04,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-116-40-32,APEX PANT,2,39.8,676.53,497.05,350.40,146.65,1850.11,925.05,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-117-30-32,APEX PANT,4,39.8,676.53,994.11,700.81,293.30,3700.22,925.05,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-117-40-32,APEX PANT,2,39.8,676.53,497.05,350.40,146.65,1850.11,925.05,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-186-30-30,APEX PANT,4,39.8,676.53,994.11,700.81,293.30,3700.22,925.05,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-186-30-32,APEX PANT,4,39.8,676.53,994.11,700.81,293.30,3700.22,925.05,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-186-32-32,APEX PANT,6,39.7,676.50,1491.10,1051.17,439.93,5550.09,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-190-30-30,APEX PANT,4,39.8,676.53,994.11,700.81,293.30,3700.22,925.05,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-190-36-32,APEX PANT,6,39.7,676.50,1491.10,1051.17,439.93,5550.09,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-190-40-32,APEX PANT,2,39.8,676.53,497.05,350.40,146.65,1850.11,925.05,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-192-30-32,APEX PANT,4,39.8,676.53,994.11,700.81,293.30,3700.22,925.05,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-192-32-32,APEX PANT,6,39.7,676.50,1491.10,1051.17,439.93,5550.09,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-192-34-32,APEX PANT,6,39.7,676.50,1491.10,1051.17,439.93,5550.09,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-192-36-32,APEX PANT,6,39.7,676.50,1491.10,1051.17,439.93,5550.09,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-192-38-32,APEX PANT,3,39.7,676.50,745.55,525.58,219.96,2775.04,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-724-30-30,APEX PANT,4,39.8,676.53,994.11,700.81,293.30,3700.22,925.05,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-724-32-30,APEX PANT,6,39.7,676.50,1491.10,1051.17,439.93,5550.09,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-724-32-32,APEX PANT,6,39.7,676.50,1491.10,1051.17,439.93,5550.09,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-724-34-32,APEX PANT,6,39.7,676.50,1491.10,1051.17,439.93,5550.09,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
74434-724-36-32,APEX PANT,6,39.7,676.50,1491.10,1051.17,439.93,5550.09,925.01,5.11,PANTALONES,0.25,0.11,2/23/2024,3/11/2024
